0.0004951720722951226,0.0004951720722951226,4
0.0009903441445902451,0.0009903441445902451,6
0.0019806882891804903,0.0019806882891804903,10
0.003961376578360981,0.003961376578360981,18
0.007179995048279277,0.007179995048279277,31
0.01163654369893538,0.01163654369893538,49
0.018568952711067097,0.018568952711067097,77
0.029957910373854913,0.029957910373854913,123
0.0460510027234464,0.0460510027234464,188
0.06833374597672691,0.06833374597672691,278
0.10720475365189404,0.10720475365189404,435
0.1567219608814063,0.1567219608814063,635
0.2230750185689527,0.2230750185689527,903
0.307006684822976,0.307006684822976,1242
0.4117355781133944,0.4117355781133944,1665
0.5174548155484031,0.5174548155484031,2092
0.6355533547907898,0.6355533547907898,2569
0.755632582322357,0.755632582322357,3054
0.862342163901956,0.862342163901956,3485
0.9286952215895024,0.9286952215895024,3753
0.9636048526863085,0.9636048526863085,3894
0.9848972517949988,0.9848972517949988,3980
0.9950482792770488,0.9950482792770488,4021
0.9982668977469671,0.9982668977469671,4034
0.9995048279277049,0.9995048279277049,4039
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
1.0,1.0,4041
